beeldid,LEGEND,trfwf_original,pays_quid,lieu_wikidata_qid,lieu_wikidata_name,BPALLASF,lien_phototheque,spatial - key - key,spatial - value - value,imageclassification - class1,imageclassification - prob1,imageclassification - class2,imageclassification - prob2,imageclassification - class3,imageclassification - prob3,imageclassification - class4,imageclassification - prob4,imageclassification - class5,imageclassification - prob5
00005483,,,,,,,,LOC PLACE,Bruxelles,street,0.887821,crosswalk,0.0413908,plaza,0.0173221,downtown,0.011759,parking lot,0.0114953
00005483,,,,,,,,LOC STREET,boulevards Ad . Max et Emile Jacqmain,street,0.887821,crosswalk,0.0413908,plaza,0.0173221,downtown,0.011759,parking lot,0.0114953
00005486,"Les efforts de la police bruxelloise pour apprendre aux piétons à respecter les règlements de la circulation. La scène se passe place de la Monnaie. Si quelque indiscipliné s'avise à traverser la place en dehors des passages cloutés un vif coup de sifflet le rappelle à l'ordre et il doit retourner à son point de départ et s'astreindre à respecter les règlements, l'agent d'ailleurs très poliment lui explique ce qu'il doit faire. [11/7/1942] [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5486&rqdb=1&dbnu=1,LOC SPACES,place de la Monnaie,street,0.260623,plaza,0.231289,apartment building,0.118426,building facade,0.0636866,downtown,0.0456598
00005492,Les efforts de la police bruxelloise pour apprendre aux piétons à respecter les règlements de la circulation. La scène se passe place de la Monnaie. Si quelque indiscipliné s'avise à traverser la place en dehors des passages cloutés un vif coup de sifflet le rappelle et il doit retourner à son point de départ et s'astreindre à respecter les règlements; l'agent d'ailleurs très poliment lui explique ce qu'il doit faire. [11/7/1942] [Frei gegeben durch zensur] [Sipho],"vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5492&rqdb=1&dbnu=1,LOC SPACES,place de la Monnaie,street,0.564096,medina,0.147275,ice skating rink,0.134642,crosswalk,0.0544378,plaza,0.0522798
00005497,Les problèmes de la circulation: ce qu'on peut faire et ne pas faire. Les passages cloutés sont faits pour s'en servir. Place de la Bourse. [Frei gegeben durch zensur] [Sipho],"vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5497&rqdb=1&dbnu=1,LOC SPACES,Place de la Bourse,street,0.318621,promenade,0.268708,plaza,0.208095,downtown,0.0300785,tower,0.0300771
00005510,Le nouveau sens giratoire Place Rogier à Bruxelles et le sens unique boulevards Adolphe Max et Emile  Jacqmain éviteront désormais files inutiles et encombrements. [Censure photographique] [ Belgapress],"vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5510&rqdb=1&dbnu=1,LOC SPACES,Place Rogier,crosswalk,0.648115,street,0.217693,parking lot,0.0301028,plaza,0.0282562,bus station,0.0189952
00005510,,,,,,,,LOC PLACE,Bruxelles,crosswalk,0.648115,street,0.217693,parking lot,0.0301028,plaza,0.0282562,bus station,0.0189952
00005510,,,,,,,,LOC STREET,boulevards Adolphe Max et Emile Jacqmain,crosswalk,0.648115,street,0.217693,parking lot,0.0301028,plaza,0.0282562,bus station,0.0189952
00005517,"Les efforts de la police bruxelloise pour apprendre aux piétons à respecter les règlements de la circulation. La scène se passe place de la Monnaie. De nombreux agents et gendarmes, le sifflet à la bouche, surveillent le va et vient des piétons. [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5517&rqdb=1&dbnu=1,LOC SPACES,place de la Monnaie,street,0.177959,ice skating rink,0.155578,canal,0.0768414,building facade,0.0667183,apartment building,0.0475816
00005524,"Devant la poste pendant les alertes aériennes, le public attend patiemment la réouverture des portes 25/5/1944. -- -- Voor het postkantoor wacht het publiek geduldig gedurende het alarm, de heropening der deuren 25/5/1944. [26/5/1944] [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5524&rqdb=1&dbnu=1,LOC BUILDING,la poste,crosswalk,0.354137,street,0.263371,arcade,0.161887,plaza,0.0692374,downtown,0.0641815
00005535,Bruxelles pendant la guerre: Le fiacre avait disparu... Nous le retrouvons sur le pavé de Bruxelles où il fait la concurrence aux taxis équipés au gaz. [Frei gegeben durch zensur] [Sipho],"vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5535&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,crosswalk,0.614272,street,0.373704,alley,0.00519631,plaza,0.0019481,fire escape,0.00119724
00005535,,,,,,,,LOC PLACE,Bruxelles,crosswalk,0.614272,street,0.373704,alley,0.00519631,plaza,0.0019481,fire escape,0.00119724
00005539,"La vie d'un quartier ou d'une place est un peu comme la vie d'une famille, calme ou agitée selon les jours et les heures. La vie des habitants s'y déroule selon un rythme toujours pareil que rien ne vient troubler et si les personnages changent, les habitudes demeurent, telle la calme place du Petit Sablon. La jeunesse s'y instruit: voici un collégien fier de sa science et qui veut la communiquer à ses compagnons. La statue de Guillaume d'Orange. [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5539&rqdb=1&dbnu=1,LOC SPACES,place du Petit Sablon,plaza,0.585569,palace,0.0476833,courtyard,0.0443372,street,0.0404638,campus,0.0350683
00005539,,,,,,,,LOC MONUMENT,La statue de Guillaume d' Orange,plaza,0.585569,palace,0.0476833,courtyard,0.0443372,street,0.0404638,campus,0.0350683
00005541,"Une journée à la grand-place à Bruxelles ou la vie quotidienne sur l'une des places les plus belles et les plus connues d'Europe. L'ordre règne, mais la police a cependant son représentant sur la place. Cet agent de police sera là aussi bien pour assurer l'ordre s'il y a lieu que pour venir en aide aux passants qui ne connaîtraient pas tous les coins et recoins de notre bonne ville. [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5541&rqdb=1&dbnu=1,LOC STREET,la grand-place,plaza,0.809943,promenade,0.0545955,canal,0.0331958,apartment building,0.0244017,palace,0.0180291
00005541,,,,,,,,LOC PLACE,Bruxelles,plaza,0.809943,promenade,0.0545955,canal,0.0331958,apartment building,0.0244017,palace,0.0180291
00005541,,,,,,,,LOC MISC,Europe,plaza,0.809943,promenade,0.0545955,canal,0.0331958,apartment building,0.0244017,palace,0.0180291
00005542,"""Vodden en Benen"". Ce cri familier des rues de Bruxelles retentit aussi au milieu du cadre plutôt majestueux de la grand-place. [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5542&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,plaza,0.492576,palace,0.0747229,courtyard,0.0723535,street,0.0637327,medina,0.0328714
00005542,,,,,,,,LOC STREET,la grand-place,plaza,0.492576,palace,0.0747229,courtyard,0.0723535,street,0.0637327,medina,0.0328714
00005544,"Le Petit Sablon. La promenade de ""Bobby"". Mais... attention, pas de bêtises, le garde veille. [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5544&rqdb=1&dbnu=1,LOC SPACES,Le Petit Sablon,street,0.542228,crosswalk,0.277699,plaza,0.0606341,promenade,0.0347536,downtown,0.0331321
00005547,"Au Petit Sablon. Violoniste ou flûtiste, on aime la discussion à la sortie du Conservatoire. [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5547&rqdb=1&dbnu=1,LOC SPACES,Au Petit Sablon,street,0.826767,medina,0.0560009,crosswalk,0.0452417,alley,0.0340903,plaza,0.00976738
00005547,,,,,,,,LOC BUILDING,Conservatoire,street,0.826767,medina,0.0560009,crosswalk,0.0452417,alley,0.0340903,plaza,0.00976738
00005548,"Au Petit Sablon. Une vue du square vers l'église du Sablon; au centre, la statue des comtes d'Egmont et de Hornes. [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5548&rqdb=1&dbnu=1,LOC SPACES,Au Petit Sablon,palace,0.256658,mausoleum,0.136218,plaza,0.134885,cemetery,0.104083,embassy,0.0944257
00005548,,,,,,,,LOC BUILDING,l' église du Sablon,palace,0.256658,mausoleum,0.136218,plaza,0.134885,cemetery,0.104083,embassy,0.0944257
00005548,,,,,,,,LOC MONUMENT,la statue des comtes d' Egmont et de Hornes,palace,0.256658,mausoleum,0.136218,plaza,0.134885,cemetery,0.104083,embassy,0.0944257
00005549,Bruxelles sous la pluie. Place de la Monnaie. [Sipho],"vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5549&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,plaza,0.602625,crosswalk,0.0525673,downtown,0.0444291,promenade,0.0372886,fountain,0.0368814
00005549,,,,,,,,LOC SPACES,Place de la Monnaie,plaza,0.602625,crosswalk,0.0525673,downtown,0.0444291,promenade,0.0372886,fountain,0.0368814
00005552,"Grand-place de Bruxelles. Les marchandes de fleurs viennent de s'installer, l'heure est encore matinale et la femme d'ouvrage en profite pour laver son trottoir à grande eau et le brosser avec ardeur. [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5552&rqdb=1&dbnu=1,LOC STREET,Grand-place,plaza,0.622417,courtyard,0.0961328,bullring,0.0606209,medina,0.0443252,promenade,0.0328893
00005552,,,,,,,,LOC PLACE,Bruxelles,plaza,0.622417,courtyard,0.0961328,bullring,0.0606209,medina,0.0443252,promenade,0.0328893
00005556,Au Petit Sablon. Harmonie et contre point... Dernière conversation à la sortie du Conservatoire. [Frei gegeben durch zensur] [Sipho],"vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5556&rqdb=1&dbnu=1,LOC SPACES,Au Petit Sablon,street,0.666624,plaza,0.142044,crosswalk,0.0939504,alley,0.0248242,downtown,0.0229564
00005556,,,,,,,,LOC BUILDING,Conservatoire,street,0.666624,plaza,0.142044,crosswalk,0.0939504,alley,0.0248242,downtown,0.0229564
00005557,Au Petit Sablon. Et voici le jardinier du square qui veille à sa propreté avec un soin jaloux. [Frei gegeben durch zensur] [Sipho],"vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5557&rqdb=1&dbnu=1,LOC SPACES,Au Petit Sablon,plaza,0.415052,canal,0.319442,street,0.164914,fountain,0.0213001,courtyard,0.0193182
00005558,Porte de Schaerbeek. La chaleur à Bruxelles le 23/8/1944. [Sipho],"vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5558&rqdb=1&dbnu=1,LOC BUILDING,Porte de Schaerbeek,plaza,0.246525,office building,0.0800554,parking lot,0.0749857,crosswalk,0.0708497,downtown,0.0488783
00005558,,,,,,,,LOC PLACE,Bruxelles,plaza,0.246525,office building,0.0800554,parking lot,0.0749857,crosswalk,0.0708497,downtown,0.0488783
00005569,Les zazous à Bruxelles. [Sipho],"vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5569&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,street,0.439564,plaza,0.361142,crosswalk,0.0999297,downtown,0.0187494,promenade,0.0128075
00005572,"La chaleur à Bruxelles le 23/8/1944. Boulevard Anspacht, Galeries Anspach. [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5572&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,crosswalk,0.907207,street,0.0557838,plaza,0.00832284,landing deck,0.00692762,army base,0.00570497
00005572,,,,,,,,LOC STREET,Boulevard Anspacht,crosswalk,0.907207,street,0.0557838,plaza,0.00832284,landing deck,0.00692762,army base,0.00570497
00005572,,,,,,,,LOC BUILDING,Galeries Anspach,crosswalk,0.907207,street,0.0557838,plaza,0.00832284,landing deck,0.00692762,army base,0.00570497
00005577,"Avenue Louise, côté Bois de la Cambre, à Bruxelles. [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5577&rqdb=1&dbnu=1,LOC STREET,Avenue Louise,plaza,0.474215,street,0.214687,crosswalk,0.122037,promenade,0.120583,campus,0.0128453
00005577,,,,,,,,LOC SPACES,Bois de la Cambre,plaza,0.474215,street,0.214687,crosswalk,0.122037,promenade,0.120583,campus,0.0128453
00005577,,,,,,,,LOC PLACE,Bruxelles,plaza,0.474215,street,0.214687,crosswalk,0.122037,promenade,0.120583,campus,0.0128453
00005582,Place de Brouckère à Bruxelles. [Frei gegeben durch zensur] [Sipho],"vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5582&rqdb=1&dbnu=1,LOC SPACES,Place de Brouckère,plaza,0.581328,bazaar,0.164548,street,0.082612,market,0.0743144,downtown,0.0116237
00005582,,,,,,,,LOC PLACE,Bruxelles,plaza,0.581328,bazaar,0.164548,street,0.082612,market,0.0743144,downtown,0.0116237
00005594,"Les problèmes de circulation à la Bourse. Les passages cloutés s'établissent pour être observés; malheureusement, la population, assez indisciplinée, se moque souvent pas mal de ceux-ci, traversant où bon lui semble. [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5594&rqdb=1&dbnu=1,LOC BUILDING,la Bourse,street,0.623042,crosswalk,0.185586,downtown,0.0739295,alley,0.0265626,plaza,0.0217157
00005595,"Grand-place à Bruxelles. tous les dimanches matins, les amateurs d'oiseaux peuvent satisfaire leur passion sur cette place où se tient un intéressant marché d'oiseaux. Nous voyons ici une vue générale de la place un dimanche matin. [Frei gegeben durch zensur] [Sipho]","vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5595&rqdb=1&dbnu=1,LOC STREET,Grand-place,plaza,0.918869,palace,0.0204049,courtyard,0.0155388,campus,0.0105619,street,0.010079
00005595,,,,,,,,LOC PLACE,Bruxelles,plaza,0.918869,palace,0.0204049,courtyard,0.0155388,campus,0.0105619,street,0.010079
00005599,Au Petit Sablon. Les collégiens y viennent aussi. Mais... en admirateur des statues qui ornent le square. [Frei gegeben durch zensur] [Sipho],"vie pratique--bruxelles (belgique), bruxelles (belgique)--photographies","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Scènes de rue à Bruxelles, [1942-1944]. - 143 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5599&rqdb=1&dbnu=1,LOC SPACES,Au Petit Sablon,plaza,0.359576,church,0.139562,palace,0.129348,castle,0.0761262,street,0.069848
00005613,"Kiosque ""De Illustratie"", 20/3/1944. [Sipho]",vie pratique--bruxelles (belgique),Q31,Q239,Bruxelles,"Affiches et kiosques à journaux dans les rues de Bruxelles, 1940-1944. - 15 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5613&rqdb=1&dbnu=1,LOC BUILDING,"Kiosque "" De Illustratie """,street,0.665588,plaza,0.0598463,crosswalk,0.0596133,fire escape,0.0298338,downtown,0.022565
00005695,"A la terrasse d'un café de la Grand-place de Bruxelles, le dimanche matin. [Sipho]","vie pratique--bruxelles (belgique), cafes--bruxelles (belgique)","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Cafés à Bruxelles, 1940-1945. - 37 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5695&rqdb=1&dbnu=1,LOC STREET,la Grand-place,street,0.144568,medina,0.11233,airport terminal,0.0617741,archive,0.0576364,lecture room,0.0554143
00005695,,,,,,,,LOC PLACE,Bruxelles,street,0.144568,medina,0.11233,airport terminal,0.0617741,archive,0.0576364,lecture room,0.0554143
00005700,Le café de la Bourse. [Frei gegeben durch zensur] [Sipho],"vie pratique--bruxelles (belgique), cafes--bruxelles (belgique)","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Cafés à Bruxelles, 1940-1945. - 37 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5700&rqdb=1&dbnu=1,LOC BUILDING,Le café de la Bourse,street,0.624858,crosswalk,0.0887083,plaza,0.0729025,downtown,0.0705038,fire escape,0.0281482
00005707,Façade du café de la Tour noire (au centre). [Sipho],"vie pratique--bruxelles (belgique), cafes--bruxelles (belgique)","Q31, Q31","Q239, Q239","Bruxelles, Bruxelles","Cafés à Bruxelles, 1940-1945. - 37 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5707&rqdb=1&dbnu=1,LOC BUILDING,la Tour noire,apartment building,0.412416,fire escape,0.311086,building facade,0.100408,balcony,0.0789291,office building,0.0172637
00005730,La réouverture de l'hippodrome de Boitsfort le 22/3/1942. C'est par une journée printanière que les Bruxellois ont fêté cet événement sportif. Une vue du pesage.  [23/3/1942] [Frei gegeben durch zensur]  [Sipho],"vie pratique--bruxelles (belgique), loisirs--bruxelles (belgique), courses de chevaux--bruxelles (belgique)","Q31, Q31, Q31","Q239, Q239, Q239","Bruxelles, Bruxelles, Bruxelles","Courses de chevaux à Bruxelles, 1940-1945. - 37 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5730&rqdb=1&dbnu=1,LOC BUILDING,l' hippodrome de Boitsfort,plaza,0.317305,cemetery,0.145072,downtown,0.104647,amphitheater,0.0351104,skyscraper,0.0213504
00005794,"Bruxelles, juin 1941.","vie pratique--bruxelles (belgique), allemagne. wehrmacht--bruxelles (belgique), defiles--bruxelles (belgique)","Q31, Q31, Q31","Q239, Q239, Q239","Bruxelles, Bruxelles, Bruxelles","Troupes allemandes à Bruxelles, 1940-1943. - 29 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5794&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,street,0.806601,bazaar,0.100107,medina,0.0657108,alley,0.0119062,crosswalk,0.00665246
00005811,Grand concert de la Wehrmarcht à la Grand-Place de Bruxelles le 4/7/1943. Sous la direction de l'Obermusikmeister Jensen et van den Heyde et l'Obermusikmeister Dittman. Vue générale. [5/7/1943] [Frei gegeben durch zensur] [Sipho],"vie pratique--bruxelles (belgique), allemagne. wehrmacht--bruxelles (belgique), defiles--bruxelles (belgique)","Q31, Q31, Q31","Q239, Q239, Q239","Bruxelles, Bruxelles, Bruxelles","Troupes allemandes à Bruxelles, 1940-1943. - 29 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5811&rqdb=1&dbnu=1,LOC STREET,la Grand-Place de Bruxelles,plaza,0.432205,palace,0.23124,apartment building,0.0687066,building facade,0.0597742,church,0.0437921
00005816,Bruxelles: On vient de placer le V allemand sur l'entrée de la Bourse.,"vie pratique--bruxelles (belgique), allemagne. wehrmacht--bruxelles (belgique), defiles--bruxelles (belgique)","Q31, Q31, Q31","Q239, Q239, Q239","Bruxelles, Bruxelles, Bruxelles","Troupes allemandes à Bruxelles, 1940-1943. - 29 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5816&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,plaza,0.848364,street,0.0444938,courtyard,0.0341748,office building,0.0116786,downtown,0.00959356
00005816,,,,,,,,LOC BUILDING,la Bourse,plaza,0.848364,street,0.0444938,courtyard,0.0341748,office building,0.0116786,downtown,0.00959356
00005817,"Bruxelles: Samedi soir fut placé au péristyle de la Bourse le V symbolique, signe de la victoire allemande. -- -- Zaterdagavond werd boven de ingang van de Beurs een symbolische V aangebracht, het Duitse zegeteken. [Frei gegeben durch zensur]","vie pratique--bruxelles (belgique), allemagne. wehrmacht--bruxelles (belgique), defiles--bruxelles (belgique)","Q31, Q31, Q31","Q239, Q239, Q239","Bruxelles, Bruxelles, Bruxelles","Troupes allemandes à Bruxelles, 1940-1943. - 29 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5817&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,plaza,0.324789,fountain,0.144312,museum,0.0618072,courtyard,0.0606908,museum,0.0482348
00005817,,,,,,,,LOC BUILDING,la Bourse,plaza,0.324789,fountain,0.144312,museum,0.0618072,courtyard,0.0606908,museum,0.0482348
00005819,"Bruxelles: Rue de la Régence, près du Sablon. [Foto : PK-Bildberichter Fritz Lehmann]","vie pratique--bruxelles (belgique), allemagne. wehrmacht--bruxelles (belgique), defiles--bruxelles (belgique)","Q31, Q31, Q31","Q239, Q239, Q239","Bruxelles, Bruxelles, Bruxelles","Troupes allemandes à Bruxelles, 1940-1943. - 29 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5819&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,plaza,0.324129,palace,0.173792,embassy,0.131441,building facade,0.0875325,apartment building,0.0864074
00005819,,,,,,,,LOC STREET,Rue de la Régence,plaza,0.324129,palace,0.173792,embassy,0.131441,building facade,0.0875325,apartment building,0.0864074
00005819,,,,,,,,LOC SPACES,Sablon,plaza,0.324129,palace,0.173792,embassy,0.131441,building facade,0.0875325,apartment building,0.0864074
00005820,Bruxelles: Palais royal .,"vie pratique--bruxelles (belgique), allemagne. wehrmacht--bruxelles (belgique), defiles--bruxelles (belgique)","Q31, Q31, Q31","Q239, Q239, Q239","Bruxelles, Bruxelles, Bruxelles","Troupes allemandes à Bruxelles, 1940-1943. - 29 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=5820&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,plaza,0.211415,palace,0.20444,campus,0.148051,church,0.0793117,office building,0.0406074
00005820,,,,,,,,LOC BUILDING,Palais royal,plaza,0.211415,palace,0.20444,campus,0.148051,church,0.0793117,office building,0.0406074
